,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
896,9464.json,half-true,278 republicans congress eric cantors defeat christian white except one black senator appointed,"congress,diversity,religion",bill-maher,Host of Real Time with Bill Maher,California,independent,0,3,1,5,0,"a ""Real Time with Bill Maher"" episode",-1,0,0,0,2
897,3074.json,pants-fire,stamp farm wind turbine built health risk flicker impact created shadows blades turbines poses real significant health risks particularly seizures,"energy,environment",laurence-ehrhardt,State Representative,Rhode Island,republican,0,0,0,0,1,a commentary in The Providence Journal,1,0,0.012,0,3
898,1889.json,FALSE,gov crist veto also clears way taxpayer funding abortion florida,abortion,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a campaign press release,0,0,0.091,0,4
899,3050.json,TRUE,says condemned violence campaign stop arizona march,elections,sarah-palin,,Alaska,republican,9,19,9,6,6,a video statement on Facebook,0,-1,0.535,1,0
900,11788.json,mostly-true,according recent report wisconsins high school graduation rates also third best country,"children,education,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech,1,1,0.167,0,1
901,9440.json,mostly-true,iran 1979 extremists hijacked broad based popular revolution shah established brutal theocracy,"foreign-policy,history",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"her book, ""Hard Choices""",-1,-1,0.057,0,1
902,7924.json,barely-true,immigration reform marco rubio along saying border security first gets spanish tv ends saying never get way,"candidates-biography,immigration",dana-rohrabacher,,California,republican,1,0,0,0,0,an interview on WND Radio,1,-1,0.049,0,5
903,4828.json,FALSE,dem controlled ohio house voted change process create objective criteria modify constitution take politics efforts draw legislative boundaries,redistricting,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,0,1,2,3,0,a news conference,0,1,0.072,0,4
904,10227.json,half-true,last years weve put people back work advanced economies combined,"economy,jobs,labor,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press conference after the G20 summit,1,1,0.1,0,2
905,585.json,barely-true,obama voted critical resources individual body armor helicopters ammunition aircraft,military,republican-national-committee-republican,,,republican,6,6,11,5,2,a radio ad,0,-1,0.442,1,5
906,4086.json,FALSE,says u sen sherrod brown responsible 14 trillion debt,"deficit,federal-budget",jim-demint,"President, Heritage Foundation",South Carolina,republican,4,4,0,0,1,a news release,1,0,0.012,0,4
907,2434.json,pants-fire,tom barretts leadership violent crime milwaukee decreased 20 lowest levels 20 years,"crime,job-accomplishments",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2,5,8,5,3,a statement on campaign web site,-1,-1,0.333,1,3
908,1868.json,pants-fire,barack obama appeared video whoomp,"candidates-biography,job-accomplishments",blog-posting,,,none,7,19,3,5,44,a rumor widely discussed on the Internet.,0,0,0,0,3
909,10727.json,mostly-true,florida concealed weapon permits nation nearly double second state texas,"corrections-and-updates,guns",jeb-bush,,Florida,republican,17,5,17,24,2,a speech to the NRA,1,-1,0.115,0,1
910,2046.json,mostly-true,president george w bush u 52 months uninterrupted job creation revenues time high 2007,"economy,history,taxes",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2,3,2,2,1,an appearance on NBC's Meet the Press,1,1,0.084,0,1
911,5522.json,half-true,says gov scott walker didnt balance budget larger state deficit 14 months term elected,state-budget,kathleen-falk,,,democrat,1,3,3,1,0,an appearance at Marquette University,0,-1,0.094,0,2
912,13275.json,FALSE,says compared direct sales manufacturers consumers save avg 500 per car sold franchised dealer model,transportation,texas-automobile-dealers-association,Advocacy group,Texas,none,0,1,0,0,0,a tweet,1,1,0.144,0,4
913,6892.json,mostly-true,says josh mandel voted let insurance companies deny coverage autism,"education,health-care,message-machine-2012",national-education-association,,,none,0,0,0,1,0,a television ad,0,-1,0.167,0,1
914,13424.json,FALSE,prior obamacare wisconsin 95 percent wisconsinites covered insurance obamacare 95 percent wisconsinites covered insurance hasnt impact,health-care,ron-johnson,,Wisconsin,republican,14,6,10,10,1,a U.S. Senate debate,0,0,0,0,4
915,11707.json,half-true,secretary clinton changes position gun issues every election year seems one position 2000 campaigning president obama saying dont need federal standards,"candidates-biography,guns",martin-omalley,Maryland governor,Maryland,democrat,3,1,10,4,0,the Dec. 19 Democratic presidential debate,0,0,0,0,2
916,12521.json,barely-true,rifle used omar mateen shoots 700 rounds minute,guns,alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,an interview with CNN's Erin Burnett after the Orlando shooting,0,0,0,0,5
917,3425.json,FALSE,building running atlanta streetcar projected create 1 399 jobs,transportation,john-lewis,Congressman,Georgia,democrat,0,1,2,1,0,a newsletter to constituents,0,1,0.16,0,4
918,9121.json,FALSE,wisconsin one bluest states scott walker unemployment rate around 3 5,"bipartisanship,elections,job-accomplishments,jobs,labor,states",rush-limbaugh,Radio host,,none,9,11,5,2,10,a radio commentary,0,-1,0.194,0,4
919,9280.json,pants-fire,residential property taxes providence nearly 27 percent mayor taveras,"city-budget,job-accomplishments,campaign-advertising,taxes",gina-raimondo,venture capital company founder,Rhode Island,democrat,2,1,2,5,1,a news release,1,0,0,0,3
920,10439.json,mostly-true,assault weapons handguns allowed state capitol bullhorns trumpets helium balloons flags poles banned,guns,virginia-house-democratic-caucus,,,democrat,0,0,0,1,0,,0,-1,0.35,1,1
921,2977.json,FALSE,teachers working third consecutive year longer without salary increases,education,kitty-boitnott,"President, Virginia Education Association",Virgina,none,0,1,0,1,0,a news conference.,0,0,0,0,4
922,8335.json,TRUE,highest paid employee state rhode island basketball coach,"education,sports,state-budget",deadspin,,,none,0,0,0,0,0,a website,0,0,0,0,0
923,294.json,FALSE,lobbyists running campaign,ethics,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a news conference in a Staples store in Columbia, S.C. ",0,0,0,0,4
924,7786.json,half-true,expanding medicaid would require borrowing money drastically expanding deficit,"debt,deficit,federal-budget,health-care,medicaid",will-weatherford,State Representative,Florida,republican,2,3,4,3,0,an op-ed,1,-1,0.213,0,2
925,10986.json,mostly-true,jeb bushs two terms office floridas graduation rate dead last remains near bottom,education,dan-gelber,,Florida,democrat,2,2,1,3,0,a Miami Herald op-ed,-1,-1,0.202,0,1
926,8033.json,barely-true,farming one fastest growing areas economy,"agriculture,economy",lincoln-chafee,,Rhode Island,democrat,3,5,3,4,0,a newspaper story,0,0,0.145,0,5
927,10612.json,FALSE,weve seen increase alcohol use underage kids even though alcohol illegal kids 21,"Alcohol,drugs,marijuana",nancy-devaney,"chairwoman, Ocean State Prevention Alliance",Rhode Island,newsmaker,0,1,0,1,0,a TV interview,-1,-1,0.053,0,4
928,4512.json,FALSE,obamacare bureaucrat trying tell could get cat scan would delayed treatment,health-care,herman-cain,,Georgia,republican,4,11,5,3,3,the Fox News Google debate in Orlando,0,-1,0.073,0,4
929,5143.json,mostly-true,proposed keystone xl oil pipeline bipartisan proposal,"bipartisanship,climate-change,environment",rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,a debate,0,0,0,0,1
930,5914.json,TRUE,support gay marriage,gays-and-lesbians,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,statements to the media.,1,1,0.403,1,0
931,6989.json,mostly-true,says mitt romney gave speech weeks ago said still troops iraq,"debates,iraq,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,the third presidential debate,-1,0,0,0,1
932,6331.json,mostly-true,says david dewhurst explicitly advocated guest worker program illegal immigrants,"immigration,workers",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a Republican U.S. Senate debate in Houston,-1,-1,0.247,0,1
933,3580.json,barely-true,republican proposal changes medicare age 55 participate kind health plan members congress,"corrections-and-updates,federal-budget,health-care,medicare,abc-news-week",mike-pence,Governor,Indiana,republican,8,10,12,5,0,"an interview on ""This Week with Christiane Amanpour""",1,0,0,0,5
934,6019.json,barely-true,says affordable care act federal takeover student loan industry profits loans go help pay health care law,"corrections-and-updates,education,federal-budget,health-care",kelly-ayotte,U.S. Senator,New Hampshire,republican,2,1,1,4,0,an email to the news media,0,1,0.299,1,5
935,1469.json,FALSE,barack obama 150 days u senate able vote quite often present,candidates-biography,sarah-palin,,Alaska,republican,9,19,9,6,6,an interview with FoxNews.com,1,0,0,0,4
936,9922.json,mostly-true,much 50 percentof parents spankers,families,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview on ESPN's ""Mike and Mike""",1,0,0,0,1
937,2421.json,half-true,wisconsin one highest taxed states nation,taxes,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a statement on campaign web site,0,0,0,0,2
938,2388.json,FALSE,says opponent bill flores helped run company laid 3 000 workers paid executives millions,"candidates-biography,economy,message-machine",chet-edwards,U.S. House member,Texas,democrat,0,2,0,0,0,a TV ad.,0,0,0,0,4
939,3350.json,pants-fire,says michelle obama 43 people staff nancy reagan 3,"deficit,federal-budget,pundits",glenn-beck,,,none,5,7,7,2,6,his radio program,0,0,0,0,3
940,4445.json,barely-true,says rick perry doubled spending decade,"state-budget,state-finances",keep-conservatives-united,Super-PAC,North Carolina,republican,1,0,0,0,1,a video advertisement.,0,0,0,0,5
941,11084.json,half-true,texas still owns public lands federal govt wants create park must ask permission,"history,recreation,states",glenn-hegar,Farmer,Texas,republican,0,1,1,1,0,a tweet,1,1,0.112,0,2
942,9527.json,FALSE,9 0 decision last week 13th time supreme court voted 9 0 president exceeded constitutional authority,supreme-court,bob-goodlatte,U.S. Congressman,Virginia,republican,0,1,4,3,0,"comments on ""Fox News Sunday""",0,1,0.197,0,4
943,6872.json,FALSE,says tammy baldwin supports law government take decisions medicine doctors hospitals,"health-care,medicare,privacy,public-health",tommy-thompson,,Wisconsin,republican,6,8,2,5,3,an interview,0,1,0.116,0,4
944,10116.json,barely-true,projected 1 8 billion state budget shortfall 2015 17 actually comes assumption based zero growth doesnt happen,"state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a debate,0,1,0.11,0,5
945,6733.json,FALSE,says nothing continue let obamacare siphon 700 billion dollars top medicare goes away less 10 years certain accounts falls apart seams,"health-care,medicare",jon-runyan,Congressman,New Jersey,republican,1,3,0,0,0,an interview with Townsquare Media New Jersey,1,1,0.087,0,4
946,12679.json,FALSE,says sen john mccain spent july 4 weekend islamabad pakistan selling f 16s advanced weapons folks harbored osama bin laden,terrorism,kelli-ward,,,republican,0,1,0,0,0,a campaign advertisement,1,-1,0.034,0,4
947,12830.json,FALSE,says donald trump doesnt make thing america,job-accomplishments,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a speech at Temple University,0,0,0,0,4
948,7703.json,barely-true,president obama unnecessarily delaying flight faa could cut spending,federal-budget,eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a tweet,-1,-1,0.149,0,5
949,8653.json,half-true,john cornyn voted increase debt raise taxes bail wall street banks fund obamacare,"corrections-and-updates,debt,financial-regulation,health-care,taxes",senate-conservatives-fund,Political action committee,Virginia,republican,0,0,1,0,0,as quoted by Politico,0,0,0.009,0,2
950,2447.json,barely-true,washington politicians run social security like ponzi scheme,"message-machine,social-security",ron-johnson,,Wisconsin,republican,14,6,10,10,1,campaign TV and radio ads,1,1,0.45,1,5
951,12255.json,TRUE,says republican presidential candidate gov john kasich spent 177 days state used 350 000 taxpayer money costly campaign,"campaign-finance,state-finances,taxes",ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,a Facebook post,-1,0,0.055,0,0
952,5019.json,pants-fire,ever wonder one ever came forward obamas past saying knew attended school friend etc one person ever come forward past,candidates-biography,chain-email,,,none,11,43,8,5,105,a chain e-mail,-1,1,0.028,0,3
953,12778.json,mostly-true,california sixth largest economy planet earth,"economy,housing",kevin-de-leon,California Senate leader,California,democrat,0,0,0,3,0,a speech at the Democratic National Convention.,0,0,0,0,1
954,786.json,FALSE,barack obama plan calls mandates fines small businesses,health-care,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Nashville, Tenn.",-1,0,0,0,4
955,5080.json,FALSE,says area near proposed northern wisconsin iron ore mine 15 hours away public hearing mining held,"environment,government-regulation",kelda-helen-roys,,,democrat,0,1,1,0,0,a news release,1,0,0,0,4
956,4300.json,FALSE,credit rating went since ive office,"corrections-and-updates,financial-regulation,state-finances",rick-scott,Governor,Florida,republican,28,23,38,34,7,an interview with Panama City radio station WFLA 94.5,0,1,0.224,0,4
